V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Intro1,Intro2,Intro3,Intro4,Q92,mic1,mic2,mic3,mic4,mic5,like7,likecont_1,friends,Q69,Q101,attn1,attn2,rmq_1,rmq_2,rmq_3,rmq_4,rmq_5,rmq_6,rmq_7,rmq_8,rmq_9,rmq_10,rmq_11,rmq_12,rmq_13,rmq_14,rmq_15,rmq_16,rmq_17,rmq_18,rmq_19,rmq_20,rmq_21,rmq_22,rmq_23,rmq_24,rmq_25,rmq_26,rmq_27,rmq_28,rmq_29,rmq_30,attnchk1,rfq_1,rfq_2,rfq_3,rfq_4,rfq_5,rfq_6,rfq_7,rfq_8,rfq_9,rfq_10,rfq_11,age,gender,race_1,sex,sex_TEXT,job,edu_1,income_1,recall,Q34,honest1_12,cult1_12,advent1_12,indep1_12,persis1_12,thrifty1_12,Q159,honest2_12,advent2_12,intel2_12,greg2_12,persis2_12,Q166,loyal3_12,metic3_12,intel3_12,thrifty3_12,persis3_12,Q173,metic4_12,intel4_12,greg4_12,stub4_12,loyal4_12,Q180,greg5_12,fun5_12,advent5_12,intel5_12,persis5_12,prevmic,comments,Q96,micpass,LocationLatitude,LocationLongitude,LocationAccuracy,const_base,recall_sum,recall_avg
R_RxkVduQvv0UIKWJ,Default Response Set,Anonymous,,,96.10.34.116,0,2/21/16 18:05,2/21/16 18:12,1,1,1,1,1,1,,,,,1,2,2,4,1,1,survey,survey,5,4,4,4,5,4,4,5,5,4,4,3,4,4,5,5,4,3,4,4,5,4,4,3,4,4,5,4,4,5,2,4,3,3,3,3,3,4,3,3,4,3,29,1,4,1,,Sales,8,2,Micheal is a natural conversationalist and makes friends easily.  He makes plans that he intends not to keep.  He loves to be spontaneous.  He has climbed Mt. McKinley.  He has gone skydiving. He reads a lot.  ,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,4,4,2,2,none,1,mic5,35.78869629,-78.6548996,-1,2.449836066,54.37,2.471363636
R_29huCFAyqXkzYkT,Default Response Set,Anonymous,,,73.3.216.99,0,2/21/16 17:46,2/21/16 18:13,1,1,1,1,1,1,,1,,,,1,1,4,1,1,survey,survey,6,2,1,5,4,1,4,3,4,5,4,1,4,1,5,6,4,2,4,5,4,3,1,5,4,1,1,3,2,4,2,4,5,3,5,2,5,2,5,4,1,4,31,1,5,1,,Warehouse,5,4,"Michael always wants to say exactly what's on his mind. When a friend once asked him to comment on his painting, he told him that more work on it would be necessary. /  / Michael spends a great amount of his time in search of excitement and adventure. He has already climbed Mt. McKinley, done some skydiving, shot the Colorado rapids in a kayak, gone down-hill mountain-biking at night, and backcountry skied-without any avalanche safety training. He has been injured, and even risked death, a number of times. /  / Michael reads a lot. He tends to correct grammatical mistakes made in his presence. He's a good speaker and can talk at length about all kinds of topics. /  / Michael is a skilled conversationalist and makes acquaintances easliy. He has so many acquaintances that his conversations can seem hurried and superficial. He is quick to make plans with people, without necessarily having the intentiion of following through with them. /  / Once Michael makes up his mind to do something it is as good as done no matter how long it might take or how difficult the going might be. Only rarely does he change his mind even when it might be better if he did. /  /   / ",,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,,1,mic2,39.67700195,-104.9646988,-1,2.43,379.69,2.433910256
R_22RKLTnQ8ike5Jw,Default Response Set,Anonymous,,,74.90.214.94,0,2/21/16 18:13,2/21/16 18:18,1,1,1,1,1,1,,,,1,,4,4,5,1,1,survey,survey,4,4,5,5,5,5,5,5,3,5,5,2,2,3,5,5,5,5,5,2,4,4,5,2,2,2,4,4,5,5,2,4,4,4,4,4,4,4,2,4,4,4,23,1,4,1,,physical therapy aide,8,4,Michael enjoys history and is a great conversationalist. His attention to detail sometimes gets him into trouble because it delays him from finishing his projects. He often unwittingly makes plans because he's such a great conversationalist. ,,,,,,,,,,,,,,,,,,,,1,6,3,5,4,5,,,,,,,2,,1,mic4,40.60090637,-73.93969727,-1,2.431037736,63.4,2.264285714
R_3s7Jb9VYb4rGqn0,Default Response Set,Anonymous,,,104.3.4.86,0,2/21/16 18:05,2/21/16 18:19,1,1,1,1,1,1,1,,,,,4,3,4,1,1,survey,survey,5,4,4,4,5,3,4,5,2,5,5,1,3,6,5,6,5,4,4,5,4,3,1,1,5,1,3,5,5,4,2,2,3,4,4,3,3,4,2,2,4,2,51,1,4,1,,High School Teacher,9,4,"Michael likes to take risks, sky diving, demolition derby, riding the Colorado rapids.  In high school he was a rat, never hesitating to narc on other people for breaking school rules.  Once he makes up his mind he rarely changes it, and he has very few friends, he feels that he doesn't need them because he does better on his own. ",1,2,3,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,2,I took your study with fidelity.,1,mic1,33.08560181,-96.6115036,-1,2.532282609,125.33,2.848409091
R_3G8PalbaBrgKYym,Default Response Set,Anonymous,,,50.107.103.175,0,2/21/16 18:13,2/21/16 18:20,1,1,1,1,1,1,,,,1,,5,5,5,1,1,survey,survey,5,4,4,5,5,3,4,5,4,4,4,2,2,5,4,5,5,3,4,4,5,4,3,3,4,3,4,5,5,4,2,2,2,4,2,4,2,4,2,2,4,2,30,2,4,1,,professor,9,4,He is detail oriented.  He carefully completes tasks.  He had dinner with his parents.,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,,,,,,,2,,1,mic4,42.23219299,-85.77359772,-1,2.431037736,29.44,2.944
R_cvSrWOgIjE37JRf,Default Response Set,Anonymous,,,98.70.226.50,0,2/21/16 18:10,2/21/16 18:20,1,1,1,1,1,1,1,,,,,2,3,3,1,1,survey,survey,6,3,5,5,6,3,2,6,2,5,3,1,3,3,1,5,5,3,4,4,5,5,6,2,5,2,2,6,5,2,2,1,1,3,1,5,1,5,1,1,5,3,54,2,4,1,,Teacher,8,5,Michael has never cheated but likes to tell on people who cheat.  Michael likes to do activities that are dangerous.  He stays mostly to himself.,1,5,4,2,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,28.59150696,-82.35469818,-1,2.532282609,43.63,2.423888889
R_cIysEUMJrGFQctH,Default Response Set,Anonymous,,,70.210.6.26,0,2/21/16 17:59,2/21/16 18:21,1,1,1,1,1,1,,1,,,,6,5,6,1,1,survey,survey,5,2,1,6,5,4,4,5,5,3,6,1,5,1,6,6,1,1,6,6,5,5,1,3,4,1,2,5,4,4,2,3,1,5,5,5,2,4,4,5,5,3,40,2,4,1,,ehs,8,3,"He says he is going to do something and he does it. He rarely has time to send with people because he tries to fit everyone in. He has climb mountain, sky diving.",,,,,,,,1,2,5,5,2,1,,,,,,,,,,,,,,,,,,,2,,1,mic2,35.95930481,-86.54199982,-1,2.43,80.12,2.861428571
R_2BypI21loxVazuh,Default Response Set,Anonymous,,,76.173.150.206,0,2/21/16 18:14,2/21/16 18:24,1,1,1,1,1,1,,,,,1,5,6,6,1,1,survey,survey,6,3,5,5,6,2,3,5,2,6,3,1,5,3,2,5,5,4,3,5,4,2,4,2,5,3,2,5,5,2,2,2,5,4,5,2,4,4,5,2,4,3,21,2,2,1,,Student,5,3,"Michael is able to converse very well with others during social interaction and is able to make friends easily. His conversations, however tend to come off short and quick. Sometimes, he would get kicked out of bars because he is too wild. He is spontaneous and adventurous and enjoys extreme hobbies such as skydiving, climbing Mt. Mckinley and mountain biking. Michael likes to read and likes to set goals for himself. ",,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,6,5,2,"Michael reminds me very much of my brother! Gat study, glad to have participated in it. ",1,mic5,21.36289978,-157.8726959,-1,2.449836066,122.1,2.261111111
R_3et0MEP8acUoDI1,Default Response Set,Anonymous,,,97.81.151.242,0,2/21/16 18:12,2/21/16 18:25,1,1,1,1,1,1,,1,,,,2,2,3,1,1,survey,survey,6,2,4,5,5,2,4,5,2,5,3,1,2,3,2,6,2,3,1,2,6,2,4,2,5,2,3,6,5,2,2,2,2,5,2,4,2,4,2,3,4,1,57,2,4,1,,Small Business Owner - Wholesale Sales,6,2,Michael voiced his opinion to a friend about his artwork and told him it needed more work.  He is a risk taker and has climbed Mount McKinley and gone mountain biking at night.  He has been injured several times.  Michael talks a lot and makes friends easily.  However it sometimes feels that he is rushed and not really paying attention to his friends.  He makes plans with friends and may or may not follow through with his plans.  He usually works on a project until completion no matter how long it takes.,,,,,,,,1,4,2,1,2,4,,,,,,,,,,,,,,,,,,,2,,1,mic2,36.4907074,-82.62000275,-1,2.43,189.27,2.557702703
R_szqauyNjwtXnDod,Default Response Set,Anonymous,,,24.44.62.97,0,2/21/16 18:10,2/21/16 18:25,1,1,1,1,1,1,,,1,,,6,5,5,1,1,survey,survey,6,3,4,5,5,3,2,5,3,4,3,1,2,2,4,4,3,3,3,4,4,2,1,3,4,2,2,5,4,3,2,2,4,4,4,2,4,4,3,2,4,3,50,1,4,1,,charity worker,8,4,"good listener, too focused on specifics tasks, sometimes distracted, pays attention to people",,,,,,,,,,,,,,1,5,4,2,5,5,,,,,,,,,,,,,2,,1,mic3,40.459198,-74.30200195,-1,2.395989011,19,2.375
R_2uycP6qsBYt7jDX,Default Response Set,Anonymous,,,75.133.123.126,0,2/21/16 18:18,2/21/16 18:27,1,1,1,1,1,1,,1,,,,4,4,2,1,1,survey,survey ,6,6,4,6,6,1,1,5,1,6,1,1,5,3,1,5,4,5,2,2,4,1,3,3,4,1,5,5,5,6,2,1,1,5,1,4,1,4,1,1,5,1,48,2,4,1,,Education ,8,6,He told a friend his painting still needed work. He like to take adventure trips and was big risk taker on trips. He had a lot of acquaintances. He corrected people's grammar. ,,,,,,,,1,2,2,4,2,6,,,,,,,,,,,,,,,,,,,2,None,1,mic2,41.46749878,-73.24060059,-1,2.43,74.57,2.761851852
R_cOdTJ0X5LRbRG8B,Default Response Set,Anonymous,,,172.56.33.17,0,2/21/16 18:19,2/21/16 18:28,1,1,1,1,1,1,1,,,,,6,6,6,1,1,survey,survey,4,6,5,6,6,1,1,6,2,5,3,1,1,1,1,6,6,1,3,1,6,6,1,1,3,6,6,6,6,6,2,1,2,3,1,3,2,5,1,1,5,1,24,2,4,1,,CPhT,6,5,Michael doesn't depend on others. He has risked his life several times. He has done skydiving and drove a jet powered boat.,1,6,6,0,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,47.60620117,-122.3320999,-1,2.532282609,45.36,3.024
R_0rCFms8GYPl5PUJ,Default Response Set,Anonymous,,,184.91.224.151,0,2/21/16 18:16,2/21/16 18:28,1,1,1,1,1,1,,,1,,,5,5,5,1,1,survey,survey,4,4,3,4,3,3,3,3,2,5,3,1,4,4,4,4,3,4,2,4,3,4,2,5,4,2,5,5,3,3,2,3,3,3,4,5,3,3,2,3,4,1,63,2,4,1,,data analyst,8,3,"Michael is very careful with money"" he often shops at thrift shops.  / ",,,,,,,,,,,,,,1,6,6,2,2,4,,,,,,,,,,,,,2,"sorry I didn't recall a lot about Michael. I did READ it all, just didn't remember it all!",1,mic3,28.97819519,-80.86560059,-1,2.395989011,17.74,2.2175
R_1IMfeSxXg6VGsAD,Default Response Set,Anonymous,,,74.204.158.241,0,2/21/16 18:22,2/21/16 18:29,1,1,1,1,1,1,,,1,,,4,4,4,1,1,survey,survey,4,4,3,5,3,4,3,5,4,4,4,3,5,4,5,4,3,3,4,5,3,4,5,4,3,3,3,3,3,4,2,3,2,4,2,5,2,3,2,3,2,3,27,1,5,1,,maintenance mechanic,6,3,He liked to spend time with family even if it sometimes interferes with his friends.,,,,,,,,,,,,,,1,5,2,4,1,5,,,,,,,,,,,,,2,,1,mic3,34.03559875,-94.33390045,-1,2.395989011,31.41,2.6175
R_2D7XFGdmuwdQBdv,Default Response Set,Anonymous,,,71.237.255.223,0,2/21/16 18:20,2/21/16 18:30,1,1,1,1,1,1,1,,,,,2,3,3,1,1,survey,survey,5,1,4,5,6,5,5,6,6,3,5,1,4,4,4,6,4,1,6,6,5,4,2,5,5,1,1,6,4,4,2,3,3,2,2,3,3,4,4,4,2,2,45,2,2,1,,Homemaker,8,5,Michael doesn't like cheaters. Reads extensively and talks extensively. He doesn't really need to feel connected to people. He gets something in his mind and has to accomplish the goal no matter what even if it is risky. He is frugal with his money.,1,1,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,45.55079651,-122.7377014,-1,2.532282609,86.66,2.407222222
R_ym6ljheYL7oCKml,Default Response Set,Anonymous,,,216.186.161.163,0,2/21/16 18:23,2/21/16 18:33,1,1,1,1,1,1,,1,,,,2,2,2,1,1,survey,survey,5,1,3,5,5,4,4,3,2,3,4,1,5,4,5,4,1,2,2,6,3,4,1,4,5,1,2,4,2,4,2,3,4,4,2,4,4,4,3,3,4,1,42,1,4,1,,communication assistant,8,3,"He says whatever he thinks, he loves adventure like climbing mountains, he has a lot of acquaintances and is a skilled conversationalist, he reads a lot, corrects people's grammar and can converse on many different topics, his conversation sometimes comes across as superficial, when he puts his mind to something, it's as good as done.",,,,,,,,1,2,2,2,2,3,,,,,,,,,,,,,,,,,,,2,,1,mic2,32.35049438,-86.25659943,-1,2.43,98.06,2.514358974
R_30rheVJV7LvTq3G,Default Response Set,Anonymous,,,73.211.139.70,0,2/21/16 18:24,2/21/16 18:34,1,1,1,1,1,1,,,,,1,5,5,5,1,1,survey,survey,4,4,5,5,5,5,5,5,5,3,5,1,3,6,5,5,3,3,4,6,4,3,3,4,4,2,2,4,4,5,2,3,5,3,4,3,4,4,4,3,3,4,23,1,4,2,,Retail manager,8,3,"Michael has biked down a mountain at night, shot the colorado river in a kayak, very talkative and mingles and makes acquaintances easily ",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,5,1,2,,1,mic5,42.34790039,-87.86710358,-1,2.449836066,36.5,2.607142857
R_1XDWVzZdGDjeNfv,Default Response Set,Anonymous,,,24.90.180.91,0,2/21/16 18:13,2/21/16 18:37,1,1,1,1,1,1,,,,,1,4,4,4,1,1,survey,survey,4,1,3,6,4,4,4,4,5,4,4,1,4,1,4,5,2,2,6,6,4,4,1,4,4,3,2,4,3,4,2,3,2,3,3,4,2,3,5,5,3,2,39,2,4,1,,"Assistant Manager, Publishing Logistics",8,4,Michael likes a drink.  He often gets kicked out of bars for being too rowdy.  He likes daring things like mountain biking at night and skiing.  People find him very likable.,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1,5,1,2,Not sure why we were asked for further questions after filling out the demographics...,1,mic5,40.76649475,-73.82700348,-1,2.449836066,64.28,2.794782609
R_3iUOsK1WCkYosyn,Default Response Set,Anonymous,,,76.99.251.97,0,2/21/16 18:51,2/21/16 18:56,1,1,1,1,1,1,,1,,,,5,4,4,1,1,survey,survey,4,5,4,4,3,4,4,5,4,3,4,5,4,4,4,4,1,3,4,4,4,3,5,2,3,4,3,5,3,4,4,4,3,4,2,3,4,4,4,4,4,4,20,1,4,2,,Policy Assistant,6,2,"He tells people what he thinks, he reads a lot and corrects grammatical mistakes, he's a go-getter who will finish a project no matter what.",,,,,,,,1,5,5,2,4,5,,,,,,,,,,,,,,,,,,,2,,1,mic2,39.92210388,-75.29450226,-1,2.43,49.42,2.745555556
R_3kcPEflJR6Ed8mu,Default Response Set,Anonymous,,,104.54.203.85,0,2/21/16 18:49,2/21/16 18:56,1,1,1,1,1,1,,,,1,,5,4,4,1,1,survey,survey,5,6,4,6,4,4,4,4,5,3,5,1,3,4,5,4,4,2,5,5,4,4,3,3,4,2,2,4,3,4,2,3,1,3,1,5,1,4,2,3,2,3,34,2,4,1,,admin assistant,8,4,"Michael is very detail-oriented and put a lot of care into his work - he often does a very good job. However, sometimes his perfectionism can cause him to take longer on assignments and will miss deadlines. He knows a lot about history and literature and likes to talk about these things, even if no one else is interested in the topic. Michael likes to meet new people and makes a lot of acquaintances but they sometimes feel like he rushes conversation. He is very persistent. Michael is very close to his parents and has dinner with them every week, even if it means missing out on seeing his friends.",,,,,,,,,,,,,,,,,,,,1,5,5,4,5,6,,,,,,,2,,1,mic4,30.49150085,-97.75440216,-1,2.431037736,225.53,2.478351648
R_1f9FvzxRO4ZCdJK,Default Response Set,Anonymous,,,73.192.24.29,0,2/21/16 18:49,2/21/16 18:57,1,1,1,1,1,1,,,1,,,5,6,5,1,1,5,20,2,6,4,4,6,5,6,5,2,5,2,2,4,6,5,4,1,1,3,5,2,5,5,6,1,1,3,1,1,3,2,5,1,2,1,5,1,3,1,4,1,3,29,1,4,1,,game developer,6,3,Michael was a stingy guy. He shopped at thrift stores for clothes. He wouldn't lend out money unless it was life or death. He was a lot like me.,,,,,,,,,,,,,,1,5,5,6,6,0,,,,,,,,,,,,,2,,1,mic3,29.94299316,-81.74330139,-1,2.395989011,70.03,2.8012
R_DbB9kqLqrDgcE93,Default Response Set,Anonymous,,,73.21.0.62,0,2/21/16 18:47,2/21/16 18:58,1,1,1,1,1,1,,,,,1,6,5,4,1,1,survey,survey,6,2,5,6,6,2,3,6,4,3,4,1,1,5,4,4,1,2,3,5,3,2,2,1,4,1,3,6,6,4,2,1,4,4,5,3,5,5,4,3,4,1,55,2,4,1,,administrative,7,3,"Michael is a thrill seeker. Canoeing, skiing,mtn climbing. He gets kicked out of bars from time to time too rowdy. Drank too much. Generally a lot of fun. Mingles easily with group, high energy. Sometimes conversations seem rushed. Makes plans because he gets caught up in the conversation, the moment, but will not follow through.",,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,6,6,0,2,"Michael would be a friend, but not a close one, but I think he  would be a great guest at parties.",1,mic5,31.99510193,-81.27230072,-1,2.449836066,99.49,2.426585366
R_3h0BiftHlVtKqko,Default Response Set,Anonymous,,,75.170.87.190,0,2/21/16 18:51,2/21/16 19:01,1,1,1,1,1,1,,,,,1,4,4,2,1,1,survey,survey,3,3,4,5,5,3,2,4,2,4,3,2,2,2,2,5,3,3,2,3,4,3,2,2,4,2,3,5,4,2,2,2,2,4,2,4,2,4,2,3,4,2,37,1,5,1,,Homemaker,9,3,Michael was a risk taker was kicked out of bars occasionally for being too rowdy. He brings energy too gatherings and often rushes conversations. Michael has kayaked in Colorado and hiked Mt McKinnley. Michael often doesn't make the safest choices. ,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,6,2,I enjoyed this study. Well done!,1,mic5,42.28759766,-122.9001007,-1,2.449836066,46.98,2.135454545
R_3Pb3aRlNlmYj56b,Default Response Set,Anonymous,,,74.129.185.72,0,2/21/16 19:00,2/21/16 19:06,1,1,1,1,1,1,,,,1,,5,5,5,1,1,10,5,5,2,1,6,5,3,4,4,3,5,4,1,3,6,3,5,4,2,4,5,6,2,2,5,5,2,5,5,4,2,2,2,1,3,4,5,3,4,4,3,5,2,27,2,4,1,,Homemaker,8,4,"He eats dinner with his family each week, he rarely changes his mind when it is made up, and he gets things finished when he starts them.",,,,,,,,,,,,,,,,,,,,1,5,6,4,5,6,,,,,,,2,,1,mic4,37.92070007,-84.41770172,-1,2.431037736,60.15,2.864285714
R_9Z8ArgnYFaKmurv,Default Response Set,Anonymous,,,68.96.230.87,0,2/21/16 18:57,2/21/16 19:07,1,1,1,1,1,1,,,1,,,3,4,4,1,1,survey,survey,5,2,3,3,5,1,1,4,1,6,1,1,2,3,2,4,3,2,1,2,6,1,1,1,5,1,2,5,4,1,2,3,5,5,5,5,5,3,1,3,3,1,41,2,4,1,,self-employed,8,3,"Michael is a dutiful son who visits his parents at least once a week, even to the detriment of plans with friends. He takes too much time on some projects due to working too carefully. He does not lend money unless the need is dire. He dislikes spending money and buys clothing at thrift stores.",,,,,,,,,,,,,,1,6,6,4,6,0,,,,,,,,,,,,,2,,1,mic3,36.00779724,-115.0401001,-1,2.395989011,108.01,2.454772727
R_1jIzUQ5LGD5Nujj,Default Response Set,Anonymous,,,24.247.159.7,0,2/21/16 18:59,2/21/16 19:10,1,1,1,1,1,1,,1,,,,5,5,4,1,1,survey,survey,5,3,5,5,5,3,4,4,5,5,4,1,4,1,5,5,2,3,2,4,5,2,3,3,5,3,4,5,4,3,2,3,3,3,5,4,3,3,3,3,3,2,37,1,4,2,,Information,8,2,I can't really remember other than his friend was critical of his work and that Michael came across as likeable. ,,,,,,,,1,5,6,5,2,2,,,,,,,,,,,,,,,,,,,2,,1,mic2,42.19749451,-85.55560303,-1,2.43,35.22,2.20125
R_3nOwFwLoDSjFuZp,Default Response Set,Anonymous,,,76.179.78.45,0,2/21/16 18:50,2/21/16 19:10,1,1,1,1,1,1,1,,,,,4,2,3,1,1,survey,survey,5,2,4,5,6,4,6,4,4,2,5,1,4,3,4,5,4,4,5,5,6,4,3,4,5,2,3,5,5,6,2,2,3,4,4,3,5,5,2,3,2,3,39,1,4,1,,Consultant,6,4,"Michael was different from his fellow classmates. He would often tell when friend cheated. He had never thought about cheating in his life. Recently, Michael was trying to become more cultured. He read a book on England. He was trying new sports. He had been injured. He was looking for excitement. He didn't have many social interactions outside work.",1,1,1,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,2,It was hard to remember all the aspects of the story.,1,mic1,44.86349487,-68.84020233,-1,2.532282609,135.9,2.664705882
R_pSsEXSUp5ZKsK65,Default Response Set,Anonymous,,,68.2.64.229,0,2/21/16 18:59,2/21/16 19:10,1,1,1,1,1,1,,,1,,,1,1,1,1,1,survey,survey,3,1,4,6,6,6,6,6,6,6,6,1,1,1,6,6,3,2,5,6,6,3,1,1,5,1,1,6,4,4,2,3,5,3,5,3,5,3,5,3,4,4,25,2,4,1,,seo,5,4,"doesn't lend money, uses internet promotions, get stuff done",,,,,,,,,,,,,,1,1,5,2,5,1,,,,,,,,,,,,,2,,1,mic3,33.4125061,-111.8319016,-1,2.395989011,14.22,2.844
R_1o22magkJ2eycms,Default Response Set,Anonymous,,,73.6.205.147,0,2/21/16 19:06,2/21/16 19:14,1,1,1,1,1,1,,,,1,,5,5,5,1,1,survey,survey,5,4,3,5,4,4,4,4,4,4,6,2,2,3,4,3,4,3,6,4,3,3,4,1,4,3,2,3,5,4,2,4,3,3,4,3,3,2,3,2,3,4,29,1,4,1,,ANALYST,8,6,"Michael is very detail-oriented and puts care and focus into every project that comes his way, often producing quality work. Michael knows a lot about history and literature from reading very frequently, and is very articulate. Michael meets new people very easily because he is a good conversationalist. Once Michael makes up his mind to do something it is as good as done no matter how long it might take or how difficult the going might be.  / Only rarely does he change his mind even when sometimes things might have turned out a little better if he did. /  / ",,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,,,,,,,2,,1,mic4,29.91560364,-95.64910126,-1,2.431037736,197.83,2.327411765
R_25GtxZNP8ZYdyt5,Default Response Set,Anonymous,,,174.56.3.66,0,2/21/16 19:11,2/21/16 19:18,1,1,1,1,1,1,,1,,,,3,2,2,1,1,survey,survey,5,3,3,4,4,5,4,5,5,5,4,2,4,1,5,4,2,3,2,4,3,2,2,2,3,1,2,5,3,2,2,3,4,3,4,4,4,3,1,3,3,2,58,1,4,1,,medical transport driver,6,3,Michael often makes plans with people without following through.  He is well spoken and is a risk taker. ,,,,,,,,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,2,,1,mic2,34.59669495,-106.6719971,-1,2.43,37.83,2.522
R_1OBkPAwmxGMc9Ot,Default Response Set,Anonymous,,,108.81.176.46,0,2/21/16 19:04,2/21/16 19:20,1,1,1,1,1,1,,,,,1,6,6,5,1,1,survey,survey,6,3,1,6,6,4,6,6,4,6,6,1,5,2,5,6,1,5,2,5,6,2,2,1,6,2,2,6,6,2,2,1,5,5,4,4,4,5,2,1,5,1,63,2,4,1,,criminal specialist,6,4,"Michael is full of energyattends parties a lot.  He looks for excitement and has done quite a few exciting things.  Like skying at night.  He climbed Mt. McKenley,  and rode the rapids in Colorada. At parties he talks to a lot of the people but his conversation seem to be hurried. ",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,6,5,6,2,,1,mic5,35.64970398,-82.97889709,-1,2.449836066,92.97,2.446578947
R_V1LWHp198PZ7Z2F,Default Response Set,Anonymous,,,67.60.47.64,0,2/21/16 19:10,2/21/16 19:23,1,1,1,1,1,1,1,,,,,4,3,3,1,1,survey,survey,5,3,4,5,6,2,4,6,4,3,5,1,4,3,1,5,3,3,2,3,4,1,3,2,4,1,3,5,6,5,2,1,2,5,2,4,2,4,3,1,4,1,37,1,4,1,,sales manager,5,4,Michael hates cheating and will call them out without hesitation. He says he would never cheat himself. He likes art and learning about it. Michael likes to do risky adventurous things. He has been injured doing it. He likes to save money anyway he can. He doesn't like to rely on others.,1,1,5,4,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,42.01800537,-97.45429993,-1,2.532282609,112.41,2.741707317
R_3lY7SHbBNqnUeQu,Default Response Set,Anonymous,,,50.107.103.175,0,2/21/16 19:18,2/21/16 19:25,1,1,1,1,1,1,1,,,,,5,5,4,1,1,survey,survey,4,1,4,6,6,6,6,3,5,1,6,1,5,6,6,6,4,1,6,6,4,6,1,4,5,1,1,4,3,5,2,4,4,4,5,3,4,3,5,4,4,4,31,1,4,1,,College Professor,9,4,"Michael saves money and lives for fun: he goes kayaking down rivers (or white-water rafting, one of those), likes trendy ethnic restaurants, goes to music appreciation seminars and just wants to broaden his horizons. /  / He also foolishly bought a book about Europe, meaning he did not pay attention in school or doesn't know how to use the Internet.",1,1,5,6,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,2,"Two screens ago, I had to rate him from 0-6, with 0 being stingy, and 6 being thrifty.  /  / These two words mean the same thing - you're looking for another word on the right.",1,mic1,42.23219299,-85.77359772,-1,2.532282609,104.42,2.546829268
R_3oMml9dROtilheG,Default Response Set,Anonymous,,,98.217.227.185,0,2/21/16 19:19,2/21/16 19:27,1,1,1,1,1,1,,,,,1,5,4,2,1,1,survey,survey,4,1,2,5,3,5,5,3,5,2,5,1,4,3,4,2,2,1,5,5,2,5,1,5,5,1,1,5,2,5,2,1,2,3,2,4,2,2,2,3,4,2,48,2,4,1,,homemaker,8,6,Michael is a very outgoing person. He often makes plans with others that he has no intention of following through with. Michael does a lot of dangerous activities like sky diving and skiing through the back country. He reads a lot. He often talks about the latest books he has read even though it has nothing to do with the conversation. He is very energetic and people like to have him at parties. He sets high goals for himself and stops at nothing to achieve them - even though sometimes he'd be better off setting different goals.,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,2,Everything went smoothly during the study.,1,mic5,41.73049927,-71.11450195,-1,2.449836066,197.19,2.528076923
R_2fGVMhyjgF3QHqB,Default Response Set,Anonymous,,,8.34.117.229,0,2/21/16 19:18,2/21/16 19:33,1,1,1,1,1,1,,,1,,,6,6,5,1,1,survey,survey,6,2,1,4,2,3,6,5,5,4,5,1,6,1,1,5,1,1,4,5,5,4,1,5,5,1,2,3,2,4,2,5,1,3,1,5,1,3,3,5,3,4,68,1,4,1,,Self-employed (Full-timer Turker),7,2,"Very caring and thoughtful with his parents (sometimes to the cost of his relationship with friends), hard working, sometimes something of a perfectionist (and sometimes late with his work because of that). All around nice guy for the most part.  ",,,,,,,,,,,,,,1,6,5,5,5,6,,,,,,,,,,,,,2,,1,mic3,33.85830688,-115.2957993,-1,2.395989011,75.91,2.232647059
R_yXai3FrI6vWVdHX,Default Response Set,Anonymous,,,50.137.236.212,0,2/21/16 19:29,2/21/16 19:39,1,1,1,1,1,1,,1,,,,5,2,3,1,1,survey,survey,6,2,3,5,4,4,3,4,5,4,5,1,3,2,4,4,3,3,4,6,4,3,3,3,4,2,2,6,4,4,2,3,3,3,3,3,3,3,3,2,4,2,40,2,4,1,,research coordinator,9,5,Michael is very active.  He reads a lot and can converse on a number of topics.  He will often correct other's grammatical errors.,,,,,,,,1,2,4,4,4,4,,,,,,,,,,,,,,,,,,,2,,1,mic2,45.07240295,-93.18740082,-1,2.43,48.02,2.667777778
